#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ACAP2	TBC1D10B	9606.ENSP00000324287	9606.ENSP00000386538	0	0	0	0	0.067	0	0	0.495	0.509
ERBIN	TAOK3	9606.ENSP00000426632	9606.ENSP00000376317	0	0	0	0	0.061	0	0.400	0	0.412
ERGIC2	GOLPH3	9606.ENSP00000353270	9606.ENSP00000265070	0	0	0	0	0.073	0	0	0.388	0.409
ERGIC2	RAB8B	9606.ENSP00000353270	9606.ENSP00000312734	0	0	0	0	0.075	0	0	0.448	0.467
F5	SEC22B	9606.ENSP00000356771	9606.ENSP00000463393	0	0	0	0	0	0	0.500	0	0.499
F5	F7	9606.ENSP00000356771	9606.ENSP00000364731	0	0	0	0	0.111	0.045	0.540	0.542	0.797
F7	SERPINF1	9606.ENSP00000364731	9606.ENSP00000254722	0	0	0	0	0.057	0.045	0	0.574	0.582
F7	POGLUT1	9606.ENSP00000364731	9606.ENSP00000295588	0	0	0	0	0	0.900	0	0.199	0.916
FAM216A	TMEM260	9606.ENSP00000366901	9606.ENSP00000261556	0	0	0	0	0	0	0	0.400	0.400
FAM216A	GPN3	9606.ENSP00000366901	9606.ENSP00000442770	0	0	0	0	0.177	0	0	0.595	0.652
FCAR	FCGR2A	9606.ENSP00000347714	9606.ENSP00000271450	0	0	0	0	0.174	0	0	0.833	0.856
FCAR	RNASE2	9606.ENSP00000347714	9606.ENSP00000303276	0	0	0	0	0.107	0	0	0.418	0.458
FCAR	LAIR1	9606.ENSP00000347714	9606.ENSP00000375622	0	0	0	0.618	0.153	0	0	0.417	0.486
FCGR2A	GZMB	9606.ENSP00000271450	9606.ENSP00000216341	0	0	0	0	0.113	0	0	0.478	0.517
FCGR2A	FLT3	9606.ENSP00000271450	9606.ENSP00000241453	0	0	0	0	0.088	0	0	0.410	0.439
FCGR2A	VSIG4	9606.ENSP00000271450	9606.ENSP00000363869	0	0	0	0	0.247	0	0	0.245	0.407
FCGR2A	ITGAL	9606.ENSP00000271450	9606.ENSP00000349252	0	0	0	0	0.128	0	0	0.489	0.535
FCGR2A	RAC1	9606.ENSP00000271450	9606.ENSP00000348461	0	0	0	0	0.131	0	0.500	0	0.546
FCGR2A	HCK	9606.ENSP00000271450	9606.ENSP00000365012	0	0	0	0	0.361	0	0.900	0.313	0.952
FLNA	TNPO3	9606.ENSP00000358866	9606.ENSP00000265388	0	0	0	0	0.061	0	0	0.394	0.407
FLNA	PLEC	9606.ENSP00000358866	9606.ENSP00000323856	0	0	0	0.548	0.218	0.233	0	0.711	0.812
FLNA	P4HB	9606.ENSP00000358866	9606.ENSP00000327801	0	0	0	0	0.097	0	0	0.462	0.493
FLNA	RAC1	9606.ENSP00000358866	9606.ENSP00000348461	0	0	0	0	0.049	0.048	0.500	0.264	0.622
FLNA	MSN	9606.ENSP00000358866	9606.ENSP00000353408	0	0	0	0	0.223	0	0	0.796	0.834
FLNA	MAP3K3	9606.ENSP00000358866	9606.ENSP00000354927	0	0	0	0	0.067	0.460	0	0.051	0.480
FLNA	NFKB2	9606.ENSP00000358866	9606.ENSP00000358983	0	0	0	0	0.109	0.069	0	0.417	0.475
FLNA	PPP1CB	9606.ENSP00000358866	9606.ENSP00000378769	0	0	0	0	0.044	0.167	0	0.420	0.497
FLNA	TPM4	9606.ENSP00000358866	9606.ENSP00000494125	0	0	0	0	0.240	0.162	0	0.382	0.572
FLNA	GSN	9606.ENSP00000358866	9606.ENSP00000362924	0	0	0	0	0.080	0.201	0	0.788	0.831
FLT3	GZMB	9606.ENSP00000241453	9606.ENSP00000216341	0	0	0	0	0.076	0	0	0.523	0.540
FLT3	ZBTB16	9606.ENSP00000241453	9606.ENSP00000338157	0	0	0	0	0.097	0.052	0	0.378	0.421
FLT3	SMC1A	9606.ENSP00000241453	9606.ENSP00000323421	0	0	0	0	0.108	0.078	0	0.503	0.555
FLT3	IRF8	9606.ENSP00000241453	9606.ENSP00000268638	0	0	0	0	0.139	0.045	0	0.574	0.619
FLT3	PSMA7	9606.ENSP00000241453	9606.ENSP00000359910	0	0	0	0	0	0	0	0.665	0.665
FLT3	HCK	9606.ENSP00000241453	9606.ENSP00000365012	0	0	0	0.685	0.128	0.328	0.500	0.144	0.716
FOSB	PPP1R15A	9606.ENSP00000245919	9606.ENSP00000200453	0	0	0	0	0.487	0	0	0.298	0.624
FOSB	SIRT1	9606.ENSP00000245919	9606.ENSP00000212015	0	0	0	0	0.053	0.057	0.900	0.211	0.920
FOSB	NFKBIA	9606.ENSP00000245919	9606.ENSP00000216797	0	0	0	0	0.125	0.053	0	0.360	0.423
FOSB	KLF2	9606.ENSP00000245919	9606.ENSP00000248071	0	0	0	0	0.284	0.066	0	0.309	0.498
FOSB	SMC1A	9606.ENSP00000245919	9606.ENSP00000323421	0	0	0	0	0	0.054	0.500	0.047	0.509
FOSB	H2BC21	9606.ENSP00000245919	9606.ENSP00000358151	0	0	0	0	0.056	0.072	0.500	0.179	0.592
FOSB	IER2	9606.ENSP00000245919	9606.ENSP00000465617	0	0	0	0	0.434	0	0	0.656	0.797
FOSB	ZFP36	9606.ENSP00000245919	9606.ENSP00000471239	0	0	0	0	0.783	0	0	0.516	0.890
FOSB	NR4A2	9606.ENSP00000245919	9606.ENSP00000344479	0	0	0	0	0.689	0.068	0	0.692	0.903
FOSB	JUNB	9606.ENSP00000245919	9606.ENSP00000303315	0	0	0	0	0.659	0.728	0.900	0.996	0.999
FOSB	JUND	9606.ENSP00000245919	9606.ENSP00000252818	0	0	0	0	0.173	0.964	0.900	0.998	0.999
FRAT2	IER2	9606.ENSP00000360058	9606.ENSP00000465617	0	0	0	0	0.049	0	0	0.409	0.413
FZD2	GNG10	9606.ENSP00000323901	9606.ENSP00000363411	0	0	0	0	0	0	0.500	0	0.499
FZD2	PLCB3	9606.ENSP00000323901	9606.ENSP00000443631	0	0	0	0	0.084	0.050	0.500	0	0.526
FZD2	TOB1	9606.ENSP00000323901	9606.ENSP00000427695	0	0	0	0	0	0	0	0.668	0.668
GGPS1	TSNAX	9606.ENSP00000282841	9606.ENSP00000355599	0	0	0	0	0.435	0	0	0	0.435
GLA	MANBA	9606.ENSP00000218516	9606.ENSP00000495247	0	0.017	0	0	0.060	0	0	0.699	0.705
GLT8D1	UBQLN2	9606.ENSP00000266014	9606.ENSP00000345195	0	0	0	0	0.067	0	0	0.469	0.484
GNG10	KCNJ2	9606.ENSP00000363411	9606.ENSP00000243457	0	0	0	0	0.056	0.092	0.500	0.048	0.537
GNG10	PTGER2	9606.ENSP00000363411	9606.ENSP00000245457	0	0	0	0	0.043	0.120	0.650	0	0.679
GNG10	PDPK1	9606.ENSP00000363411	9606.ENSP00000344220	0	0	0	0	0	0	0.500	0.044	0.501
GNG10	PLCB3	9606.ENSP00000363411	9606.ENSP00000443631	0	0	0	0	0	0	0.650	0.103	0.672
GNL1	IMP4	9606.ENSP00000365806	9606.ENSP00000259239	0	0	0	0	0.681	0	0	0.184	0.728
GNL1	VPS35	9606.ENSP00000365806	9606.ENSP00000299138	0	0	0	0	0.058	0	0	0.434	0.445
GNL1	MED1	9606.ENSP00000365806	9606.ENSP00000300651	0	0	0	0	0.054	0.432	0	0.134	0.494
GOLPH3	PPIG	9606.ENSP00000265070	9606.ENSP00000260970	0	0	0	0	0.066	0	0	0.445	0.459
GOLPH3	MAN2A1	9606.ENSP00000265070	9606.ENSP00000261483	0	0	0	0	0.060	0	0	0.451	0.462
GOLPH3	RAB2A	9606.ENSP00000265070	9606.ENSP00000262646	0	0	0	0	0.075	0.114	0	0.370	0.438
GOLPH3	RAB33B	9606.ENSP00000265070	9606.ENSP00000306496	0	0	0	0	0.062	0.126	0	0.351	0.421
GOLPH3	GSN	9606.ENSP00000265070	9606.ENSP00000362924	0	0	0	0	0	0.091	0	0.411	0.441
GOLPH3	SEC22B	9606.ENSP00000265070	9606.ENSP00000463393	0	0	0	0	0.104	0.094	0	0.579	0.629
GOLPH3	YIPF5	9606.ENSP00000265070	9606.ENSP00000274496	0	0	0	0	0.110	0.063	0	0.654	0.686
GOLPH3	VPS35	9606.ENSP00000265070	9606.ENSP00000299138	0	0	0	0	0.106	0.094	0	0.656	0.697
GPN3	POLR2H	9606.ENSP00000442770	9606.ENSP00000415536	0	0	0	0	0.147	0.340	0	0.456	0.667
GPN3	POLR2E	9606.ENSP00000442770	9606.ENSP00000478303	0	0	0	0	0.148	0.753	0	0.483	0.882
GPR183	IRF8	9606.ENSP00000365596	9606.ENSP00000268638	0	0	0	0	0.348	0	0	0.226	0.474
GRINA	PLEC	9606.ENSP00000314380	9606.ENSP00000323856	0	0	0	0	0.110	0	0	0.508	0.544
GSN	LTF	9606.ENSP00000362924	9606.ENSP00000231751	0	0	0	0	0.056	0	0.400	0.329	0.587
GSN	HSPB1	9606.ENSP00000362924	9606.ENSP00000248553	0	0	0	0	0.112	0	0	0.368	0.415
GSN	PLEC	9606.ENSP00000362924	9606.ENSP00000323856	0	0	0	0	0.081	0	0	0.559	0.578
GSN	HP	9606.ENSP00000362924	9606.ENSP00000348170	0	0	0	0	0.043	0	0	0.447	0.448
GSN	MSN	9606.ENSP00000362924	9606.ENSP00000353408	0	0	0	0	0.056	0	0.500	0.512	0.749
GSN	TPM4	9606.ENSP00000362924	9606.ENSP00000494125	0	0	0	0	0.106	0.052	0	0.571	0.605
GSN	PTK2B	9606.ENSP00000362924	9606.ENSP00000380638	0	0	0	0	0.047	0.292	0	0.527	0.652
GSTK1	UBE2D1	9606.ENSP00000431049	9606.ENSP00000363019	0	0	0	0	0.042	0.047	0.500	0.117	0.543
GZMB	ZBTB16	9606.ENSP00000216341	9606.ENSP00000338157	0	0	0	0	0.068	0.045	0	0.383	0.403
GZMB	HLA-DMB	9606.ENSP00000216341	9606.ENSP00000398890	0	0	0	0	0.230	0.100	0	0.221	0.413
GZMB	IRF8	9606.ENSP00000216341	9606.ENSP00000268638	0	0	0	0	0.197	0	0	0.371	0.474
GZMB	IL17RA	9606.ENSP00000216341	9606.ENSP00000320936	0	0	0	0	0.116	0	0	0.500	0.539
GZMB	HCK	9606.ENSP00000216341	9606.ENSP00000365012	0	0	0	0	0.243	0.096	0	0.441	0.584
GZMB	STX11	9606.ENSP00000216341	9606.ENSP00000356540	0	0	0	0	0.161	0.045	0	0.559	0.615
GZMB	ITGAL	9606.ENSP00000216341	9606.ENSP00000349252	0	0	0	0	0.305	0	0	0.549	0.673
GZMB	IDO1	9606.ENSP00000216341	9606.ENSP00000430950	0	0	0	0	0.172	0	0	0.645	0.693
GZMB	KLF2	9606.ENSP00000216341	9606.ENSP00000248071	0	0	0	0	0.138	0.045	0	0.758	0.783
H2BC21	SIRT1	9606.ENSP00000358151	9606.ENSP00000212015	0	0	0	0	0.043	0.128	0.500	0.703	0.859
H2BC21	LTF	9606.ENSP00000358151	9606.ENSP00000231751	0	0	0	0	0.043	0	0	0.530	0.530
H2BC21	JUND	9606.ENSP00000358151	9606.ENSP00000252818	0	0	0	0	0.056	0.062	0.500	0.107	0.551
H2BC21	TRIM28	9606.ENSP00000358151	9606.ENSP00000253024	0	0	0	0	0	0.103	0.400	0.264	0.569
H2BC21	HIRA	9606.ENSP00000358151	9606.ENSP00000263208	0	0	0	0	0	0.094	0	0.602	0.624
H2BC21	HDAC4	9606.ENSP00000358151	9606.ENSP00000264606	0	0	0	0	0	0.146	0.650	0.464	0.825
H2BC21	USP15	9606.ENSP00000358151	9606.ENSP00000280377	0	0	0	0	0.042	0.345	0	0.269	0.501
H2BC21	UBE2E1	9606.ENSP00000358151	9606.ENSP00000303709	0	0	0	0	0.071	0.110	0	0.335	0.402
H2BC21	SMC1A	9606.ENSP00000358151	9606.ENSP00000323421	0	0	0	0	0	0.099	0.500	0.160	0.588
H2BC21	P4HB	9606.ENSP00000358151	9606.ENSP00000327801	0	0	0	0	0	0	0	0.414	0.414
H2BC21	UBA1	9606.ENSP00000358151	9606.ENSP00000338413	0	0	0	0	0.047	0	0	0.560	0.562
H2BC21	PKN1	9606.ENSP00000358151	9606.ENSP00000343325	0	0	0	0	0	0.057	0.500	0.106	0.541
H2BC21	SAP130	9606.ENSP00000358151	9606.ENSP00000350333	0	0	0	0	0.045	0	0.500	0	0.502
H2BC21	USP8	9606.ENSP00000358151	9606.ENSP00000379721	0	0	0	0	0.042	0.292	0	0.189	0.402
H2BC21	TAF1D	9606.ENSP00000358151	9606.ENSP00000410409	0	0	0	0	0	0	0.400	0.053	0.407
H2BC21	POLR2H	9606.ENSP00000358151	9606.ENSP00000415536	0	0	0	0	0	0.279	0.500	0.134	0.660
H2BC21	POLR2E	9606.ENSP00000358151	9606.ENSP00000478303	0	0	0	0	0	0.371	0.500	0.069	0.681
H2BC21	STK4	9606.ENSP00000358151	9606.ENSP00000361892	0	0	0	0	0	0.510	0	0.469	0.728
H2BC21	TBL1XR1	9606.ENSP00000358151	9606.ENSP00000405574	0	0	0	0	0	0.302	0.400	0.566	0.802
HAMP	HMOX1	9606.ENSP00000471894	9606.ENSP00000216117	0	0	0	0	0.063	0	0	0.574	0.583
HAMP	LTF	9606.ENSP00000471894	9606.ENSP00000231751	0	0	0	0	0.066	0	0	0.603	0.613
HAMP	HP	9606.ENSP00000471894	9606.ENSP00000348170	0	0	0	0	0.082	0	0	0.610	0.627
HAMP	LCN2	9606.ENSP00000471894	9606.ENSP00000362108	0	0	0	0	0.108	0.967	0	0.641	0.988
HBP1	RECK	9606.ENSP00000222574	9606.ENSP00000367202	0	0	0	0	0.045	0	0	0.413	0.415
HCK	SKAP2	9606.ENSP00000365012	9606.ENSP00000005587	0	0	0	0	0.142	0.479	0	0.164	0.594
HCK	IRF8	9606.ENSP00000365012	9606.ENSP00000268638	0	0	0	0	0.354	0.094	0	0.192	0.486
HCK	HK3	9606.ENSP00000365012	9606.ENSP00000292432	0	0	0	0	0.615	0.045	0	0.141	0.657
HCK	S100A12	9606.ENSP00000365012	9606.ENSP00000357726	0	0	0	0	0.345	0.095	0	0.155	0.456
HCK	STK4	9606.ENSP00000365012	9606.ENSP00000361892	0	0	0	0.586	0.072	0	0	0.399	0.418
HCK	UBE2D1	9606.ENSP00000365012	9606.ENSP00000363019	0	0	0	0	0.121	0.088	0.500	0.054	0.570
HCK	VSIG4	9606.ENSP00000365012	9606.ENSP00000363869	0	0	0	0	0.305	0	0	0.456	0.605
HCK	HLA-DMB	9606.ENSP00000365012	9606.ENSP00000398890	0	0	0	0	0.310	0.062	0	0.173	0.419
HCK	PTK2B	9606.ENSP00000365012	9606.ENSP00000380638	0	0	0	0.739	0.110	0.126	0.900	0.213	0.930
HDAC4	SIRT1	9606.ENSP00000264606	9606.ENSP00000212015	0	0	0	0	0.067	0.559	0	0.776	0.900
HDAC4	NFKBIA	9606.ENSP00000264606	9606.ENSP00000216797	0	0	0	0	0.047	0.331	0	0.256	0.484
HDAC4	NUP107	9606.ENSP00000264606	9606.ENSP00000229179	0	0	0	0	0.065	0	0.400	0.128	0.468
HDAC4	ZEB2	9606.ENSP00000264606	9606.ENSP00000487174	0	0	0	0	0.078	0.292	0	0.220	0.446
HDAC4	TBL1XR1	9606.ENSP00000264606	9606.ENSP00000405574	0	0	0	0	0	0.465	0.500	0.196	0.766
HDAC4	ZBTB16	9606.ENSP00000264606	9606.ENSP00000338157	0	0	0	0	0.049	0.644	0	0.842	0.942
HIRA	TLK1	9606.ENSP00000263208	9606.ENSP00000411099	0	0	0	0	0	0.432	0	0.190	0.520
HK3	SLC2A3	9606.ENSP00000292432	9606.ENSP00000075120	0	0	0	0	0.116	0	0	0.377	0.426
HK3	PYGL	9606.ENSP00000292432	9606.ENSP00000216392	0	0	0	0	0.176	0.045	0	0.375	0.466
HK3	RNASE2	9606.ENSP00000292432	9606.ENSP00000303276	0	0	0	0	0.418	0	0	0	0.418
HK3	S100A12	9606.ENSP00000292432	9606.ENSP00000357726	0	0	0	0	0.448	0.050	0	0.165	0.524
HLA-DMB	IRF8	9606.ENSP00000398890	9606.ENSP00000268638	0	0	0	0	0.519	0.052	0	0.202	0.604
HMOX1	SIRT1	9606.ENSP00000216117	9606.ENSP00000212015	0	0	0	0	0.049	0	0	0.731	0.733
HMOX1	PPIG	9606.ENSP00000216117	9606.ENSP00000260970	0	0	0	0	0.044	0	0	0.431	0.432
HMOX1	LCN2	9606.ENSP00000216117	9606.ENSP00000362108	0	0	0	0	0	0	0	0.512	0.512
HMOX1	HSPB1	9606.ENSP00000216117	9606.ENSP00000248553	0	0	0	0	0.090	0	0	0.491	0.518
HMOX1	IDO1	9606.ENSP00000216117	9606.ENSP00000430950	0	0	0	0	0	0	0	0.533	0.533
HMOX1	HP	9606.ENSP00000216117	9606.ENSP00000348170	0	0	0	0	0.042	0	0	0.610	0.610
HMOX1	XDH	9606.ENSP00000216117	9606.ENSP00000368727	0	0	0	0	0	0	0	0.618	0.618
HMOX1	NFKBIA	9606.ENSP00000216117	9606.ENSP00000216797	0	0	0	0	0.057	0	0	0.669	0.675
HMOX1	NFE2	9606.ENSP00000216117	9606.ENSP00000439120	0	0	0	0	0	0	0	0.679	0.679
HP	LTF	9606.ENSP00000348170	9606.ENSP00000231751	0	0	0	0	0.260	0.052	0	0.752	0.811
HP	MMP8	9606.ENSP00000348170	9606.ENSP00000236826	0	0	0	0	0.265	0	0	0.312	0.473
HP	VSIG4	9606.ENSP00000348170	9606.ENSP00000363869	0	0	0	0	0.106	0	0	0.405	0.445
HP	S100A12	9606.ENSP00000348170	9606.ENSP00000357726	0	0	0	0	0.199	0.094	0	0.492	0.599
HP	LCN2	9606.ENSP00000348170	9606.ENSP00000362108	0	0	0	0	0.189	0.053	0	0.654	0.711
HSPB1	NFKBIA	9606.ENSP00000248553	9606.ENSP00000216797	0	0	0	0	0.055	0.167	0	0.678	0.724
HSPB1	TNFRSF21	9606.ENSP00000248553	9606.ENSP00000296861	0	0	0	0	0	0	0	0.444	0.444
HSPB1	PLEC	9606.ENSP00000248553	9606.ENSP00000323856	0	0	0	0	0.063	0	0	0.963	0.964
IDO1	IRF8	9606.ENSP00000430950	9606.ENSP00000268638	0	0	0	0	0.109	0	0	0.380	0.424
IDO1	KMO	9606.ENSP00000430950	9606.ENSP00000355517	0	0.016	0	0	0.135	0	0	0.815	0.833
IER2	JUNB	9606.ENSP00000465617	9606.ENSP00000303315	0	0	0	0	0.690	0	0	0.225	0.750
IER2	NR4A2	9606.ENSP00000465617	9606.ENSP00000344479	0	0	0	0	0.280	0	0	0.535	0.651
IER2	ZFP36	9606.ENSP00000465617	9606.ENSP00000471239	0	0	0	0	0.654	0	0	0.267	0.736
IL17RA	LCN2	9606.ENSP00000320936	9606.ENSP00000362108	0	0	0	0	0.054	0	0	0.400	0.408
IL17RA	IL1R2	9606.ENSP00000320936	9606.ENSP00000330959	0	0	0	0	0.127	0	0	0.558	0.598
IL17RA	MAP3K3	9606.ENSP00000320936	9606.ENSP00000354927	0	0	0	0	0.209	0	0	0.538	0.619
IL1R2	NFKBIA	9606.ENSP00000330959	9606.ENSP00000216797	0	0	0	0	0.081	0.093	0	0.528	0.572
IL1R2	MMP8	9606.ENSP00000330959	9606.ENSP00000236826	0	0	0	0	0.167	0.092	0	0.348	0.464
IL1R2	USP15	9606.ENSP00000330959	9606.ENSP00000280377	0	0	0	0	0.054	0.292	0	0.490	0.628
IL1R2	S100A12	9606.ENSP00000330959	9606.ENSP00000357726	0	0	0	0	0.254	0.093	0	0.370	0.536
IMP4	MPHOSPH6	9606.ENSP00000259239	9606.ENSP00000258169	0	0	0	0	0.264	0	0.400	0	0.539
IMP4	NVL	9606.ENSP00000259239	9606.ENSP00000281701	0	0	0	0	0.401	0	0	0	0.401
IMP4	TTC27	9606.ENSP00000259239	9606.ENSP00000313953	0	0	0	0	0.416	0	0	0	0.416
IMP4	POLR2E	9606.ENSP00000259239	9606.ENSP00000478303	0	0	0	0	0.699	0	0	0.348	0.795
IMP4	UTP6	9606.ENSP00000259239	9606.ENSP00000261708	0	0	0	0	0.910	0.982	0.540	0	0.999
INTS8	NELFB	9606.ENSP00000430338	9606.ENSP00000339495	0	0	0	0	0.090	0.800	0	0.243	0.850
INTS8	POLR2H	9606.ENSP00000430338	9606.ENSP00000415536	0	0	0	0	0.066	0.800	0	0	0.805
INTS8	POLR2E	9606.ENSP00000430338	9606.ENSP00000478303	0	0	0	0	0.058	0.835	0	0	0.838
IRF8	NFKBIA	9606.ENSP00000268638	9606.ENSP00000216797	0	0	0	0	0.120	0.059	0	0.336	0.402
IRF8	PTPN6	9606.ENSP00000268638	9606.ENSP00000391592	0	0	0	0	0.277	0.046	0	0.208	0.406
ITGAL	PTK2B	9606.ENSP00000349252	9606.ENSP00000380638	0	0	0	0	0.085	0	0.900	0.222	0.922
ITPKB	PLCB3	9606.ENSP00000411152	9606.ENSP00000443631	0	0	0	0	0	0	0.650	0.163	0.694
JUNB	PPP1R15A	9606.ENSP00000303315	9606.ENSP00000200453	0	0	0	0	0.448	0	0	0.064	0.461
JUNB	NFKBIA	9606.ENSP00000303315	9606.ENSP00000216797	0	0	0	0	0.279	0	0	0.364	0.522
JUNB	KLF2	9606.ENSP00000303315	9606.ENSP00000248071	0	0	0	0	0.250	0.091	0	0.194	0.403
JUNB	JUND	9606.ENSP00000303315	9606.ENSP00000252818	0	0	0.067	0.879	0.258	0.704	0.900	0.984	0.999
JUNB	NR4A2	9606.ENSP00000303315	9606.ENSP00000344479	0	0	0	0	0.408	0.071	0	0.295	0.579
JUNB	ZFP36	9606.ENSP00000303315	9606.ENSP00000471239	0	0	0	0	0.812	0	0	0.221	0.847
JUND	SIRT1	9606.ENSP00000252818	9606.ENSP00000212015	0	0	0	0	0.044	0.301	0	0.266	0.467
JUND	NFKBIA	9606.ENSP00000252818	9606.ENSP00000216797	0	0	0	0	0.088	0	0	0.408	0.438
JUND	MAZ	9606.ENSP00000252818	9606.ENSP00000219782	0	0	0	0	0.146	0.091	0	0.594	0.658
JUND	KLF2	9606.ENSP00000252818	9606.ENSP00000248071	0	0	0	0	0.281	0.091	0	0.271	0.482
JUND	NFKB2	9606.ENSP00000252818	9606.ENSP00000358983	0	0	0	0	0.071	0	0	0.386	0.406
JUND	NFE2	9606.ENSP00000252818	9606.ENSP00000439120	0	0	0	0	0.044	0.089	0	0.391	0.423
JUND	SMC1A	9606.ENSP00000252818	9606.ENSP00000323421	0	0	0	0	0	0	0.500	0.064	0.511
KCNF1	MED1	9606.ENSP00000295082	9606.ENSP00000300651	0	0	0	0	0.293	0.298	0	0.090	0.508
KLF2	SIRT1	9606.ENSP00000248071	9606.ENSP00000212015	0	0	0	0	0.049	0.050	0	0.406	0.417
KLF2	ZFP36	9606.ENSP00000248071	9606.ENSP00000471239	0	0	0	0	0.370	0.069	0	0.114	0.435
KLF2	KRIT1	9606.ENSP00000248071	9606.ENSP00000378015	0	0	0	0	0	0	0	0.487	0.487
KLF2	MAP3K3	9606.ENSP00000248071	9606.ENSP00000354927	0	0	0	0	0.084	0.091	0	0.460	0.511
KLF2	WWP1	9606.ENSP00000248071	9606.ENSP00000427793	0	0	0	0	0.042	0.636	0	0.260	0.720
KLF7	ZNF292	9606.ENSP00000309570	9606.ENSP00000358590	0	0	0	0	0.057	0.043	0	0.446	0.457
KRIT1	MAP3K3	9606.ENSP00000378015	9606.ENSP00000354927	0	0	0	0	0.049	0	0	0.821	0.822
LAIR1	PTPN6	9606.ENSP00000375622	9606.ENSP00000391592	0	0	0	0	0.162	0.818	0	0.693	0.949
LCN2	PGLYRP1	9606.ENSP00000362108	9606.ENSP00000008938	0	0	0	0	0.280	0	0	0.587	0.689
LCN2	LTF	9606.ENSP00000362108	9606.ENSP00000231751	0	0	0	0	0.546	0.072	0	0.992	0.996
LCN2	MMP8	9606.ENSP00000362108	9606.ENSP00000236826	0	0	0	0	0.260	0	0	0.733	0.794
LCN2	PTX3	9606.ENSP00000362108	9606.ENSP00000295927	0	0	0	0	0.067	0	0	0.400	0.416
LCN2	S100A12	9606.ENSP00000362108	9606.ENSP00000357726	0	0	0	0	0.250	0.064	0	0.493	0.613
LCN2	MARCKS	9606.ENSP00000362108	9606.ENSP00000478061	0	0	0	0	0.048	0	0	0.425	0.429
LCN2	PADI4	9606.ENSP00000362108	9606.ENSP00000364597	0	0	0	0	0.082	0	0	0.578	0.596
LIPT1	SIRT1	9606.ENSP00000377115	9606.ENSP00000212015	0.099	0	0	0	0.105	0	0.429	0.069	0.513
LTF	PGLYRP1	9606.ENSP00000231751	9606.ENSP00000008938	0	0	0	0	0.290	0	0	0.705	0.781
LTF	RNASE2	9606.ENSP00000231751	9606.ENSP00000303276	0	0	0	0	0.140	0	0	0.366	0.431
LTF	S100A12	9606.ENSP00000231751	9606.ENSP00000357726	0	0	0	0	0.188	0.049	0	0.555	0.627
LTF	PTX3	9606.ENSP00000231751	9606.ENSP00000295927	0	0	0	0	0.082	0	0	0.620	0.636
LTF	PADI4	9606.ENSP00000231751	9606.ENSP00000364597	0	0	0	0	0.068	0	0	0.636	0.646
LTF	MMP8	9606.ENSP00000231751	9606.ENSP00000236826	0	0	0	0	0.447	0	0	0.705	0.830
LUC7L3	RSRP1	9606.ENSP00000376919	9606.ENSP00000243189	0	0	0	0	0.401	0	0	0	0.401
LUC7L3	THOC2	9606.ENSP00000376919	9606.ENSP00000245838	0	0	0	0	0.234	0	0	0.324	0.461
LUC7L3	PPIH	9606.ENSP00000376919	9606.ENSP00000306614	0	0	0	0	0.060	0	0.500	0	0.509
LUC7L3	ZFC3H1	9606.ENSP00000376919	9606.ENSP00000368017	0	0	0	0	0.292	0	0	0.203	0.411
LUC7L3	SNRPG	9606.ENSP00000376919	9606.ENSP00000393388	0	0	0	0	0.127	0.628	0.540	0.285	0.878
MAN2A1	RAB33B	9606.ENSP00000261483	9606.ENSP00000306496	0	0	0	0	0.049	0	0.500	0.061	0.514
MAN2A1	MGAT4B	9606.ENSP00000261483	9606.ENSP00000338487	0	0	0	0	0	0	0	0.549	0.549
MAP1S	STK4	9606.ENSP00000325313	9606.ENSP00000361892	0	0	0	0	0.047	0.694	0	0	0.696
MAP3K1	NFKBIA	9606.ENSP00000382423	9606.ENSP00000216797	0	0	0	0	0.062	0.295	0.500	0.402	0.776
MAP3K1	RIPK2	9606.ENSP00000382423	9606.ENSP00000220751	0	0	0	0.557	0.083	0.070	0	0.422	0.464
MAP3K1	RAC1	9606.ENSP00000382423	9606.ENSP00000348461	0	0	0	0	0.074	0.128	0.500	0.222	0.644
MAP3K1	NFKB2	9606.ENSP00000382423	9606.ENSP00000358983	0	0	0	0	0.085	0.046	0.500	0.330	0.668
MAP3K1	PPP3CA	9606.ENSP00000382423	9606.ENSP00000378323	0	0	0	0	0.059	0.127	0	0.449	0.508
MAP3K1	PTK2B	9606.ENSP00000382423	9606.ENSP00000380638	0	0	0	0.551	0.079	0	0	0.415	0.438
MAP3K3	RAC1	9606.ENSP00000354927	9606.ENSP00000348461	0	0	0	0	0.067	0.128	0	0.457	0.520
MARCKS	PKN1	9606.ENSP00000478061	9606.ENSP00000343325	0	0	0	0	0.051	0.292	0	0.183	0.403
MAZ	SIRT1	9606.ENSP00000219782	9606.ENSP00000212015	0	0	0	0	0.111	0.050	0	0.390	0.440
MAZ	TRIM28	9606.ENSP00000219782	9606.ENSP00000253024	0	0	0	0	0.485	0.091	0	0.202	0.594
MED1	SMARCD3	9606.ENSP00000300651	9606.ENSP00000262188	0	0	0	0	0.058	0	0.400	0.167	0.488
MED1	PARP8	9606.ENSP00000300651	9606.ENSP00000281631	0.095	0	0	0	0.400	0.512	0	0.047	0.713
